 3280
 0 8 tomato3/tomato3-090-315
 1 8 tomato3/tomato3-090-090
 2 8 tomato3/tomato3-066-207
 3 8 tomato3/tomato3-090-270
 4 8 tomato3/tomato3-066-117
 5 8 tomato3/tomato3-090-112
 6 8 tomato3/tomato3-090-022
 7 8 tomato3/tomato3-068-000
 8 8 tomato3/tomato3-035-225
 9 8 tomato3/tomato3-045-270
 10 8 tomato3/tomato3-090-068
 11 8 tomato3/tomato3-068-180
 12 8 tomato3/tomato3-066-153
 13 8 tomato3/tomato3-090-338
 14 8 tomato3/tomato3-066-027
 15 8 tomato3/tomato3-045-090
 16 8 tomato3/tomato3-000-000
 17 8 tomato3/tomato3-068-270
 18 8 tomato3/tomato3-035-315
 19 8 tomato3/tomato3-090-292
 20 8 tomato3/tomato3-066-243
 21 8 tomato3/tomato3-068-090
 22 8 tomato3/tomato3-022-000
 23 8 tomato3/tomato3-022-270
 24 8 tomato3/tomato3-090-158
 25 8 tomato3/tomato3-045-000
 26 8 tomato3/tomato3-045-180
 27 8 tomato3/tomato3-090-225
 28 8 tomato3/tomato3-035-045
 29 8 tomato3/tomato3-035-135
 30 8 tomato3/tomato3-090-135
 31 8 tomato3/tomato3-022-180
 32 8 tomato3/tomato3-090-180
 33 8 tomato3/tomato3-090-045
 34 8 tomato3/tomato3-022-090
 35 8 tomato3/tomato3-090-248
 36 8 tomato3/tomato3-066-297
 37 8 tomato3/tomato3-090-202
 38 8 tomato3/tomato3-066-063
 39 8 tomato3/tomato3-090-000
 40 8 tomato3/tomato3-066-333
 41 2 cow1/cow1-090-270
 42 2 cow1/cow1-035-045
 43 2 cow1/cow1-068-180
 44 2 cow1/cow1-045-270
 45 2 cow1/cow1-066-027
 46 2 cow1/cow1-066-063
 47 2 cow1/cow1-090-180
 48 2 cow1/cow1-045-090
 49 2 cow1/cow1-022-270
 50 2 cow1/cow1-066-207
 51 2 cow1/cow1-090-338
 52 2 cow1/cow1-045-180
 53 2 cow1/cow1-066-243
 54 2 cow1/cow1-090-135
 55 2 cow1/cow1-090-090
 56 2 cow1/cow1-066-153
 57 2 cow1/cow1-068-090
 58 2 cow1/cow1-045-000
 59 2 cow1/cow1-035-225
 60 2 cow1/cow1-090-202
 61 2 cow1/cow1-022-090
 62 2 cow1/cow1-068-270
 63 2 cow1/cow1-090-158
 64 2 cow1/cow1-066-297
 65 2 cow1/cow1-066-117
 66 2 cow1/cow1-066-333
 67 2 cow1/cow1-090-292
 68 2 cow1/cow1-090-000
 69 2 cow1/cow1-090-225
 70 2 cow1/cow1-000-000
 71 2 cow1/cow1-090-315
 72 2 cow1/cow1-090-022
 73 2 cow1/cow1-035-315
 74 2 cow1/cow1-022-000
 75 2 cow1/cow1-035-135
 76 2 cow1/cow1-068-000
 77 2 cow1/cow1-090-112
 78 2 cow1/cow1-090-045
 79 2 cow1/cow1-090-248
 80 2 cow1/cow1-022-180
 81 2 cow1/cow1-090-068
 82 6 horse1/horse1-045-090
 83 6 horse1/horse1-090-338
 84 6 horse1/horse1-022-180
 85 6 horse1/horse1-090-022
 86 6 horse1/horse1-066-243
 87 6 horse1/horse1-066-117
 88 6 horse1/horse1-022-270
 89 6 horse1/horse1-068-180
 90 6 horse1/horse1-090-045
